ID,AGE,JOB,MARITAL,EDUCATION,
36978,29,management,single,tertiary,
36979,39,management,married,tertiary,
36980,45,technician,married,secondary,
36981,33,blue-collar,single,secondary,
36982,38,technician,single,secondary,
36983,33,blue-collar,single,tertiary,
36984,58,management,married,tertiary,
36985,32,management,single,tertiary,
36986,61,retired,divorced,secondary,
36987,32,management,single,tertiary,
36988,35,admin.,married,tertiary,
36989,32,management,married,tertiary,
36990,41,management,married,tertiary,
36991,29,management,married,tertiary,
36992,29,unemployed,single,secondary,
36993,50,admin.,single,secondary,
36994,31,technician,single,tertiary,
36995,31,admin.,single,tertiary,
36996,54,technician,married,secondary,
36997,33,technician,married,tertiary,
36998,48,management,married,secondary,
36999,36,admin.,single,secondary,
37000,31,management,single,tertiary,
37001,32,technician,single,tertiary,
37002,28,services,single,primary,
37003,34,management,married,tertiary,
37004,49,housemaid,divorced,secondary,
37005,24,student,single,secondary,
37006,29,management,single,tertiary,
37007,27,admin.,married,tertiary,
37008,40,management,married,tertiary,
37009,26,self-employed,single,tertiary,
37010,28,self-employed,single,secondary,
37011,29,blue-collar,single,secondary,
37012,30,admin.,single,tertiary,
37013,24,student,single,secondary,
37014,33,self-employed,married,tertiary,
37015,57,management,married,tertiary,
37016,31,student,single,tertiary,
37017,26,self-employed,married,tertiary,
37018,45,blue-collar,married,secondary,
37019,37,technician,single,tertiary,
37020,37,management,single,tertiary,
37021,29,student,single,secondary,
37022,36,technician,single,secondary,
37023,52,management,married,tertiary,
37024,60,blue-collar,married,primary,
37025,27,student,single,unknown,
37026,27,technician,single,secondary,
37027,40,management,married,tertiary,
37028,36,management,married,tertiary,
37029,40,technician,single,tertiary,
37030,50,management,single,unknown,
37031,34,management,single,tertiary,
37032,28,unemployed,single,primary,
37033,33,management,single,tertiary,
37034,31,services,single,secondary,
37035,33,technician,married,secondary,
37036,56,management,married,tertiary,
37037,46,management,married,tertiary,
37038,34,technician,single,tertiary,
37039,39,admin.,married,secondary,
37040,20,student,married,unknown,
37041,45,blue-collar,married,secondary,
37042,33,management,single,tertiary,
37043,50,management,divorced,tertiary,
37044,25,student,single,tertiary,
37045,41,blue-collar,married,secondary,
37046,38,technician,divorced,secondary,
37047,47,technician,married,secondary,
37048,60,admin.,divorced,secondary,
37049,49,management,married,tertiary,
37050,34,management,single,tertiary,
37051,36,services,single,secondary,
37052,36,technician,married,tertiary,
37053,37,entrepreneur,single,secondary,
37054,42,admin.,single,secondary,
37055,24,student,single,unknown,
37056,33,technician,single,tertiary,
37057,26,services,single,secondary,
37058,49,admin.,married,secondary,
37059,25,services,single,secondary,
37060,40,blue-collar,married,primary,
37061,36,admin.,married,tertiary,
37062,28,blue-collar,single,tertiary,
37063,31,management,single,tertiary,
37064,30,management,single,tertiary,
37065,44,blue-collar,single,secondary,
37066,52,unemployed,married,secondary,
37067,33,admin.,married,tertiary,
37068,22,admin.,single,tertiary,
37069,60,housemaid,married,primary,
37070,60,technician,married,secondary,
37071,33,technician,married,secondary,
37072,29,services,single,tertiary,
37073,39,services,married,secondary,
37074,32,student,single,tertiary,
37075,28,management,single,tertiary,
37076,45,services,married,tertiary,
37077,33,technician,married,secondary,
37078,35,unemployed,married,secondary,
37079,33,services,single,secondary,
37080,67,retired,married,unknown,
37081,57,admin.,single,secondary,
37082,32,student,single,tertiary,
37083,44,blue-collar,married,secondary,
37084,49,management,married,tertiary,
37085,48,blue-collar,married,secondary,
37086,28,student,single,secondary,
37087,48,management,divorced,tertiary,
37088,49,blue-collar,married,primary,
37089,39,admin.,married,secondary,
37090,35,technician,single,secondary,
37091,28,admin.,single,secondary,
37092,34,management,single,tertiary,
37093,28,blue-collar,married,primary,
37094,47,management,married,secondary,
37095,42,management,single,tertiary,
37096,31,management,single,tertiary,
37097,26,admin.,single,secondary,
37098,41,admin.,married,tertiary,
37099,44,admin.,married,secondary,
37100,29,management,married,tertiary,
37101,26,management,single,tertiary,
37102,22,student,single,secondary,
37103,36,management,single,tertiary,
37104,50,management,married,tertiary,
37105,41,management,married,tertiary,
37106,57,retired,divorced,primary,
37107,25,student,single,secondary,
37108,26,self-employed,single,tertiary,
37109,36,blue-collar,married,secondary,
37110,31,services,married,secondary,
37111,32,technician,married,secondary,
37112,34,self-employed,married,secondary,
37113,33,blue-collar,married,secondary,
37114,41,blue-collar,married,secondary,
37115,36,self-employed,married,secondary,
37116,41,blue-collar,married,secondary,
37117,19,student,single,unknown,
37118,33,admin.,divorced,secondary,
37119,40,unemployed,single,secondary,
37120,33,admin.,married,tertiary,
37121,59,management,married,tertiary,
37122,30,management,single,tertiary,
37123,42,management,married,tertiary,
37124,19,student,single,primary,
37125,51,blue-collar,married,primary,
37126,45,technician,married,secondary,
37127,35,management,married,tertiary,
37128,35,services,married,secondary,
37129,33,unemployed,single,tertiary,
37130,33,blue-collar,married,primary,
37131,28,management,single,tertiary,
37132,38,management,divorced,tertiary,
37133,31,management,single,tertiary,
37134,32,management,married,tertiary,
37135,30,entrepreneur,single,secondary,
37136,31,management,married,tertiary,
37137,33,management,married,tertiary,
37138,52,technician,married,tertiary,
37139,35,management,married,tertiary,
37140,37,blue-collar,married,primary,
37141,32,technician,single,secondary,
37142,56,self-employed,married,tertiary,
37143,30,self-employed,married,tertiary,
37144,31,technician,married,secondary,
37145,32,management,married,tertiary,
37146,28,blue-collar,single,primary,
37147,45,technician,married,secondary,
37148,34,management,single,tertiary,
37149,32,self-employed,divorced,tertiary,
37150,31,management,single,tertiary,
37151,49,unemployed,married,secondary,
37152,44,self-employed,married,unknown,
37153,39,management,single,tertiary,
37154,58,management,married,unknown,
37155,24,admin.,single,secondary,
37156,35,technician,single,secondary,
37157,53,technician,married,secondary,
37158,45,blue-collar,married,primary,
37159,32,blue-collar,married,secondary,
37160,28,blue-collar,single,secondary,
37161,31,technician,married,tertiary,
37162,23,student,single,tertiary,
37163,36,admin.,single,secondary,
37164,33,self-employed,single,tertiary,
37165,32,blue-collar,married,primary,
37166,55,technician,single,secondary,
37167,34,entrepreneur,married,tertiary,
37168,32,blue-collar,single,secondary,
37169,26,blue-collar,married,primary,
37170,32,management,single,tertiary,
37171,39,management,single,tertiary,
37172,30,management,single,tertiary,
37173,63,management,married,unknown,
37174,33,management,married,secondary,
37175,56,retired,married,primary,
37176,57,retired,married,tertiary,
37177,30,management,married,tertiary,
37178,43,technician,married,secondary,
37179,29,blue-collar,single,secondary,
37180,38,admin.,married,secondary,
37181,40,admin.,married,secondary,
37182,31,management,single,tertiary,
37183,36,management,single,tertiary,
37184,43,entrepreneur,married,secondary,
37185,24,student,single,unknown,
37186,26,technician,single,secondary,
37187,54,management,married,tertiary,
37188,37,student,single,unknown,
37189,46,management,single,tertiary,
37190,48,blue-collar,married,secondary,
37191,51,technician,single,tertiary,
37192,34,management,married,tertiary,
37193,30,unemployed,married,secondary,
37194,36,management,married,tertiary,
37195,29,management,single,tertiary,
37196,53,management,divorced,tertiary,
37197,24,student,single,secondary,
37198,25,unemployed,married,secondary,
37199,34,blue-collar,married,secondary,
37200,39,technician,married,tertiary,
37201,25,student,single,secondary,
37202,35,entrepreneur,married,secondary,
37203,57,technician,married,tertiary,
37204,32,management,single,tertiary,
37205,31,admin.,single,secondary,
37206,33,management,married,tertiary,
37207,26,admin.,single,unknown,
37208,43,technician,married,tertiary,
37209,32,management,single,tertiary,
37210,36,services,single,secondary,
37211,41,management,married,secondary,
37212,25,student,married,tertiary,
37213,34,blue-collar,married,primary,
37214,25,technician,single,secondary,
37215,27,management,single,tertiary,
37216,41,technician,divorced,secondary,
37217,39,blue-collar,married,secondary,
37218,47,blue-collar,married,secondary,
37219,30,technician,married,secondary,
37220,33,management,married,tertiary,
37221,23,student,single,secondary,
37222,32,management,single,secondary,
37223,31,admin.,married,secondary,
37224,38,technician,single,tertiary,
37225,29,management,single,secondary,
37226,50,management,married,tertiary,
37227,59,retired,divorced,secondary,
37228,31,student,married,secondary,
37229,32,management,single,tertiary,
37230,20,student,single,secondary,
37231,60,management,married,tertiary,
37232,46,management,married,unknown,
37233,28,blue-collar,married,secondary,
37234,35,management,single,tertiary,
37235,28,blue-collar,single,secondary,
37236,59,blue-collar,married,primary,
37237,56,admin.,married,primary,
37238,32,blue-collar,divorced,secondary,
37239,46,admin.,single,secondary,
37240,34,unemployed,married,secondary,
37241,55,blue-collar,married,secondary,
37242,50,blue-collar,married,primary,
37243,30,admin.,divorced,secondary,
37244,37,management,single,tertiary,
37245,28,unemployed,married,secondary,
37246,48,services,married,secondary,
37247,27,blue-collar,single,secondary,
37248,38,services,married,secondary,
37249,33,management,single,tertiary,
37250,40,management,married,primary,
37251,35,blue-collar,single,secondary,
37252,35,technician,married,tertiary,
37253,40,blue-collar,married,secondary,
37254,29,blue-collar,married,primary,
37255,46,technician,married,tertiary,
37256,42,admin.,divorced,secondary,
37257,38,entrepreneur,married,primary,
37258,33,blue-collar,married,secondary,
37259,46,blue-collar,married,secondary,
37260,34,management,single,tertiary,
37261,35,admin.,single,secondary,
37262,32,student,single,tertiary,
37263,33,admin.,single,secondary,
37264,47,management,single,secondary,
37265,31,blue-collar,married,secondary,
37266,34,entrepreneur,married,secondary,
37267,45,management,married,primary,
37268,35,technician,single,tertiary,
37269,24,technician,married,secondary,
37270,29,management,single,tertiary,
37271,46,entrepreneur,married,secondary,
37272,28,services,married,secondary,
37273,45,blue-collar,married,secondary,
37274,26,unemployed,married,tertiary,
37275,27,services,single,secondary,
37276,43,technician,married,secondary,
37277,25,admin.,single,secondary,
37278,25,services,single,secondary,
37279,26,management,single,tertiary,
37280,34,management,married,tertiary,
37281,31,management,divorced,tertiary,
37282,51,blue-collar,divorced,secondary,
37283,26,technician,single,tertiary,
37284,31,management,single,tertiary,
37285,30,management,single,tertiary,
37286,53,entrepreneur,divorced,tertiary,
37287,41,services,divorced,secondary,
37288,30,self-employed,single,tertiary,
37289,36,blue-collar,married,secondary,
37290,36,blue-collar,single,secondary,
37291,45,admin.,married,secondary,
37292,30,services,married,secondary,
37293,29,housemaid,single,secondary,
37294,40,management,married,tertiary,
37295,53,management,divorced,tertiary,
37296,47,self-employed,married,primary,
37297,37,admin.,divorced,secondary,
37298,24,admin.,single,secondary,
37299,46,admin.,single,tertiary,
37300,30,blue-collar,single,secondary,
37301,32,management,single,tertiary,
37302,36,blue-collar,married,primary,
37303,44,services,divorced,secondary,
37304,37,services,married,secondary,
37305,33,management,married,tertiary,
37306,53,technician,married,tertiary,
37307,32,admin.,single,secondary,
37308,55,management,divorced,tertiary,
37309,35,technician,single,unknown,
37310,42,management,married,tertiary,
37311,35,student,single,secondary,
37312,42,admin.,single,secondary,
37313,52,admin.,married,primary,
37314,43,blue-collar,married,secondary,
37315,46,admin.,married,secondary,
37316,36,blue-collar,single,secondary,
37317,35,management,single,tertiary,
37318,53,self-employed,divorced,tertiary,
37319,30,blue-collar,married,secondary,
37320,35,blue-collar,married,primary,
37321,53,technician,divorced,secondary,
37322,37,blue-collar,married,secondary,
37323,29,admin.,single,secondary,
37324,41,blue-collar,single,secondary,
37325,35,admin.,married,secondary,
37326,48,blue-collar,single,secondary,
37327,32,technician,married,tertiary,
37328,30,management,single,tertiary,
37329,52,management,married,tertiary,
37330,58,admin.,married,secondary,
37331,54,blue-collar,married,primary,
37332,35,admin.,married,secondary,
37333,38,admin.,divorced,secondary,
37334,26,management,married,tertiary,
37335,32,self-employed,single,tertiary,
37336,51,management,married,tertiary,
37337,31,technician,single,secondary,
37338,41,unemployed,married,secondary,
37339,23,blue-collar,single,secondary,
37340,57,retired,divorced,tertiary,
37341,26,admin.,single,tertiary,
37342,59,admin.,divorced,primary,
37343,47,services,single,secondary,
37344,25,admin.,single,tertiary,
37345,26,student,single,secondary,
37346,22,student,single,secondary,
37347,27,management,single,secondary,
37348,39,blue-collar,married,primary,
37349,30,blue-collar,single,secondary,
37350,27,unemployed,single,secondary,
37351,37,services,divorced,secondary,
37352,30,services,single,secondary,
37353,37,management,married,tertiary,
37354,66,admin.,single,secondary,
37355,33,blue-collar,married,secondary,
37356,35,management,married,secondary,
37357,29,blue-collar,single,secondary,
37358,30,admin.,married,secondary,
37359,30,technician,single,secondary,
37360,37,blue-collar,married,primary,
37361,41,entrepreneur,married,tertiary,
37362,32,management,single,tertiary,
37363,34,blue-collar,divorced,secondary,
37364,38,technician,married,secondary,
37365,33,admin.,married,secondary,
37366,23,unemployed,single,secondary,
37367,33,self-employed,married,tertiary,
37368,24,student,single,secondary,
37369,30,blue-collar,married,secondary,
37370,31,services,single,secondary,
37371,29,technician,single,secondary,
37372,33,blue-collar,divorced,primary,
37373,34,management,married,tertiary,
37374,27,entrepreneur,single,secondary,
37375,51,admin.,married,primary,
37376,27,entrepreneur,single,secondary,
37377,27,technician,single,secondary,
37378,25,technician,single,secondary,
37379,30,management,single,tertiary,
37380,32,blue-collar,single,primary,
37381,27,technician,single,secondary,
37382,26,technician,married,secondary,
37383,38,blue-collar,single,secondary,
37384,41,management,married,secondary,
37385,23,technician,single,secondary,
37386,57,retired,married,secondary,
37387,34,management,divorced,tertiary,
37388,33,admin.,single,tertiary,
37389,40,technician,single,tertiary,
37390,31,management,married,tertiary,
37391,48,admin.,divorced,secondary,
37392,40,blue-collar,single,secondary,
37393,36,management,divorced,tertiary,
37394,28,services,married,secondary,
37395,27,technician,single,tertiary,
37396,39,housemaid,married,secondary,
37397,43,blue-collar,married,primary,
37398,39,management,married,tertiary,
37399,28,self-employed,married,tertiary,
37400,41,blue-collar,divorced,secondary,
37401,31,blue-collar,single,secondary,
37402,30,blue-collar,single,primary,
37403,42,management,married,tertiary,
37404,27,blue-collar,married,primary,
37405,56,blue-collar,divorced,primary,
37406,46,admin.,married,secondary,
37407,28,blue-collar,married,secondary,
37408,29,entrepreneur,married,secondary,
37409,29,services,single,secondary,
37410,30,services,married,secondary,
37411,33,self-employed,single,tertiary,
37412,33,management,single,tertiary,
37413,34,blue-collar,married,secondary,
37414,31,blue-collar,single,secondary,
37415,28,blue-collar,married,secondary,
37416,31,management,single,tertiary,
37417,47,technician,married,secondary,
37418,39,admin.,single,secondary,
37419,47,blue-collar,married,primary,
37420,33,services,married,secondary,
37421,40,services,married,secondary,
37422,31,services,single,secondary,
37423,32,admin.,single,secondary,
37424,35,management,single,unknown,
37425,51,entrepreneur,married,tertiary,
37426,43,management,divorced,tertiary,
37427,33,admin.,married,secondary,
37428,40,blue-collar,married,secondary,
37429,45,admin.,single,secondary,
37430,36,blue-collar,married,secondary,
37431,41,blue-collar,married,secondary,
37432,42,admin.,single,secondary,
37433,47,management,married,tertiary,
37434,41,blue-collar,divorced,primary,
37435,35,admin.,married,secondary,
37436,32,technician,divorced,tertiary,
37437,41,blue-collar,married,primary,
37438,44,unemployed,married,secondary,
37439,32,management,single,tertiary,
37440,35,management,married,tertiary,
37441,37,admin.,single,secondary,
37442,35,management,married,tertiary,
37443,30,self-employed,single,secondary,
37444,37,technician,married,tertiary,
37445,37,blue-collar,married,primary,
37446,37,services,divorced,secondary,
37447,43,management,married,secondary,
37448,33,blue-collar,married,primary,
37449,54,technician,married,secondary,
37450,31,services,single,secondary,
37451,35,services,single,secondary,
37452,53,admin.,divorced,secondary,
37453,44,blue-collar,single,primary,
37454,56,technician,married,secondary,
37455,43,blue-collar,married,secondary,
37456,34,services,divorced,secondary,
37457,31,admin.,married,secondary,
37458,54,entrepreneur,married,secondary,
37459,47,technician,married,secondary,
37460,35,entrepreneur,married,tertiary,
37461,45,services,divorced,secondary,
37462,39,management,divorced,tertiary,
37463,35,management,married,tertiary,
37464,42,technician,married,secondary,
37465,32,admin.,divorced,secondary,
37466,53,services,married,primary,
37467,33,technician,divorced,secondary,
37468,51,technician,single,secondary,
37469,44,blue-collar,married,secondary,
37470,41,admin.,divorced,tertiary,
37471,27,management,single,tertiary,
37472,35,technician,married,secondary,
37473,48,services,single,secondary,
37474,41,management,married,tertiary,
37475,47,admin.,married,secondary,
37476,43,services,married,secondary,
37477,44,services,married,secondary,
37478,27,entrepreneur,single,tertiary,
37479,39,blue-collar,single,secondary,
37480,25,student,single,secondary,
37481,48,admin.,married,secondary,
37482,43,technician,divorced,secondary,
37483,35,services,married,secondary,
37484,50,blue-collar,married,secondary,
37485,45,management,married,tertiary,
37486,46,management,married,tertiary,
37487,55,services,married,secondary,
37488,39,admin.,divorced,secondary,
37489,45,admin.,married,secondary,
37490,32,management,married,tertiary,
37491,46,blue-collar,married,unknown,
37492,38,services,married,secondary,
37493,33,management,married,tertiary,
37494,30,management,married,tertiary,
37495,31,admin.,married,secondary,
37496,37,admin.,single,tertiary,
37497,59,blue-collar,married,secondary,
37498,44,management,divorced,tertiary,
37499,34,blue-collar,married,primary,
37500,30,services,married,tertiary,
37501,31,technician,divorced,secondary,
37502,37,admin.,married,secondary,
37503,48,blue-collar,married,secondary,
37504,35,housemaid,married,secondary,
37505,51,management,married,unknown,
37506,30,technician,single,secondary,
37507,25,student,single,secondary,
37508,35,services,divorced,secondary,
37509,45,admin.,single,secondary,
37510,48,technician,single,tertiary,
37511,19,student,single,secondary,
37512,36,technician,single,secondary,
37513,39,blue-collar,single,secondary,
37514,52,technician,married,secondary,
37515,51,blue-collar,married,primary,
37516,37,management,married,tertiary,
37517,35,admin.,married,secondary,
37518,42,blue-collar,married,secondary,
37519,61,retired,divorced,secondary,
37520,24,admin.,single,tertiary,
37521,40,management,single,secondary,
37522,43,blue-collar,married,primary,
37523,43,technician,divorced,secondary,
37524,42,services,single,secondary,
37525,32,blue-collar,married,secondary,
37526,27,admin.,married,secondary,
37527,28,services,divorced,secondary,
37528,53,services,married,primary,
37529,38,services,married,secondary,
37530,45,management,married,tertiary,
37531,43,management,married,tertiary,
37532,31,technician,single,secondary,
37533,41,blue-collar,married,secondary,
37534,30,management,single,tertiary,
37535,29,management,single,tertiary,
37536,41,services,married,unknown,
37537,34,technician,single,secondary,
37538,50,blue-collar,married,secondary,
37539,28,technician,single,tertiary,
37540,27,admin.,single,tertiary,
37541,35,admin.,married,primary,
37542,42,services,married,secondary,
37543,47,technician,married,primary,
37544,31,admin.,single,secondary,
37545,54,blue-collar,married,primary,
37546,30,blue-collar,single,secondary,
37547,36,technician,divorced,primary,
37548,33,management,single,tertiary,
37549,56,management,married,tertiary,
37550,29,unemployed,single,tertiary,
37551,37,admin.,single,secondary,
37552,36,technician,single,secondary,
37553,36,blue-collar,married,secondary,
37554,47,entrepreneur,married,tertiary,
37555,44,blue-collar,married,primary,
37556,37,management,divorced,tertiary,
37557,32,blue-collar,single,secondary,
37558,56,management,married,tertiary,
37559,46,technician,married,tertiary,
37560,29,technician,single,tertiary,
37561,38,technician,married,secondary,
37562,30,blue-collar,married,primary,
37563,35,blue-collar,married,secondary,
37564,41,blue-collar,married,primary,
37565,39,services,married,secondary,
37566,37,technician,single,secondary,
37567,35,management,single,tertiary,
37568,31,technician,single,tertiary,
37569,49,blue-collar,married,secondary,
37570,46,management,married,tertiary,
37571,59,retired,married,primary,
37572,30,management,married,tertiary,
37573,37,management,married,tertiary,
37574,37,blue-collar,married,primary,
37575,47,blue-collar,married,secondary,
37576,49,blue-collar,married,secondary,
37577,52,services,divorced,secondary,
37578,35,blue-collar,married,secondary,
37579,35,admin.,divorced,secondary,
37580,54,management,married,primary,
37581,35,management,married,tertiary,
37582,60,blue-collar,married,primary,
37583,51,entrepreneur,married,unknown,
37584,40,admin.,divorced,secondary,
37585,34,blue-collar,married,secondary,
37586,40,blue-collar,married,primary,
37587,49,management,married,tertiary,
37588,53,self-employed,married,secondary,
37589,44,management,divorced,tertiary,
37590,34,technician,single,secondary,
37591,27,admin.,married,secondary,
37592,40,services,married,secondary,
37593,50,technician,married,secondary,
37594,36,services,married,secondary,
37595,23,admin.,single,secondary,
37596,45,blue-collar,married,primary,
37597,32,admin.,married,secondary,
37598,37,technician,married,secondary,
37599,34,admin.,single,tertiary,
37600,39,admin.,married,secondary,
37601,39,admin.,single,secondary,
37602,46,blue-collar,single,primary,
37603,30,self-employed,married,tertiary,
37604,39,technician,divorced,tertiary,
37605,42,technician,married,secondary,
37606,58,management,married,tertiary,
37607,24,blue-collar,single,secondary,
37608,29,blue-collar,married,primary,
37609,31,services,married,secondary,
37610,53,entrepreneur,divorced,tertiary,
37611,33,management,single,tertiary,
37612,35,services,married,secondary,
37613,29,services,single,secondary,
37614,32,self-employed,single,tertiary,
37615,57,retired,married,primary,
37616,38,technician,single,secondary,
37617,27,management,single,tertiary,
37618,56,management,married,tertiary,
37619,42,management,married,secondary,
37620,44,entrepreneur,married,primary,
37621,26,services,single,secondary,
37622,37,entrepreneur,married,secondary,
37623,32,blue-collar,single,secondary,
37624,31,services,single,secondary,
37625,36,admin.,divorced,secondary,
37626,36,management,single,secondary,
37627,35,technician,divorced,secondary,
37628,36,admin.,married,secondary,
37629,41,blue-collar,married,secondary,
37630,37,technician,divorced,secondary,
37631,46,management,married,tertiary,
37632,35,management,married,tertiary,
37633,43,blue-collar,married,secondary,
37634,34,blue-collar,married,unknown,
37635,51,management,married,tertiary,
37636,32,services,single,secondary,
37637,46,entrepreneur,married,tertiary,
37638,30,technician,married,secondary,
37639,40,management,married,tertiary,
37640,21,services,single,secondary,
37641,34,admin.,divorced,secondary,
37642,34,blue-collar,married,secondary,
37643,31,technician,single,secondary,
37644,30,admin.,married,secondary,
37645,40,management,divorced,tertiary,
37646,33,admin.,married,tertiary,
37647,27,entrepreneur,married,unknown,
37648,40,retired,married,secondary,
37649,24,blue-collar,single,secondary,
37650,32,blue-collar,single,secondary,
37651,44,management,single,tertiary,
37652,35,admin.,divorced,secondary,
37653,32,blue-collar,single,primary,
37654,39,management,single,tertiary,
37655,28,technician,single,tertiary,
37656,52,services,divorced,secondary,
37657,28,services,single,secondary,
37658,32,blue-collar,single,primary,
37659,24,admin.,married,secondary,
37660,45,unemployed,married,secondary,
37661,35,services,married,secondary,
37662,53,blue-collar,married,secondary,
37663,35,management,single,secondary,
37664,49,blue-collar,divorced,primary,
37665,35,blue-collar,single,secondary,
37666,26,blue-collar,single,secondary,
37667,28,student,single,tertiary,
37668,34,technician,divorced,secondary,
37669,44,management,married,tertiary,
37670,26,admin.,single,secondary,
37671,30,management,divorced,tertiary,
37672,25,blue-collar,single,secondary,
37673,37,admin.,divorced,secondary,
37674,29,admin.,married,secondary,
37675,40,self-employed,married,secondary,
37676,30,entrepreneur,married,secondary,
37677,37,blue-collar,married,primary,
37678,25,services,married,secondary,
37679,39,blue-collar,married,secondary,
37680,44,entrepreneur,married,secondary,
37681,32,technician,single,secondary,
37682,52,admin.,married,secondary,
37683,48,entrepreneur,single,secondary,
37684,43,management,married,primary,
37685,31,student,single,unknown,
37686,36,admin.,single,secondary,
37687,44,blue-collar,married,primary,
37688,34,technician,married,secondary,
37689,37,admin.,single,secondary,
37690,39,services,married,primary,
37691,40,blue-collar,married,secondary,
37692,33,admin.,divorced,secondary,
37693,53,entrepreneur,married,tertiary,
37694,34,blue-collar,married,primary,
37695,46,services,divorced,secondary,
37696,34,admin.,married,secondary,
37697,32,management,married,tertiary,
37698,30,management,divorced,tertiary,
37699,31,housemaid,single,tertiary,
37700,25,student,single,tertiary,
37701,36,blue-collar,married,primary,
37702,43,unemployed,married,primary,
37703,43,unemployed,married,primary,
37704,22,services,single,secondary,
37705,45,management,divorced,secondary,
37706,32,technician,divorced,secondary,
37707,37,technician,married,secondary,
37708,28,blue-collar,married,primary,
37709,23,services,married,secondary,
37710,38,management,single,tertiary,
37711,47,entrepreneur,married,unknown,
37712,32,services,married,secondary,
37713,29,services,married,secondary,
37714,30,services,married,secondary,
37715,35,admin.,married,secondary,
37716,55,blue-collar,married,primary,
37717,44,blue-collar,married,primary,
37718,42,admin.,married,secondary,
37719,33,blue-collar,divorced,secondary,
37720,33,admin.,married,secondary,
37721,34,management,divorced,tertiary,
37722,37,self-employed,married,primary,
37723,44,services,married,secondary,
37724,41,technician,married,tertiary,
37725,30,technician,single,secondary,
37726,31,services,divorced,secondary,
37727,51,self-employed,married,primary,
37728,31,unemployed,single,secondary,
37729,34,entrepreneur,married,tertiary,
37730,33,blue-collar,married,secondary,
37731,39,management,married,secondary,
37732,42,admin.,divorced,secondary,
37733,42,technician,single,tertiary,
37734,31,blue-collar,single,secondary,
37735,29,blue-collar,married,secondary,
37736,32,technician,single,secondary,
37737,33,unemployed,single,tertiary,
37738,44,blue-collar,married,primary,
37739,42,management,married,primary,
37740,26,management,single,tertiary,
37741,33,admin.,married,secondary,
37742,33,services,married,secondary,
37743,51,management,divorced,tertiary,
37744,27,admin.,married,secondary,
37745,31,technician,single,secondary,
37746,29,unemployed,single,tertiary,
37747,38,technician,single,secondary,
37748,46,blue-collar,married,primary,
37749,38,blue-collar,married,primary,
37750,51,self-employed,divorced,primary,
37751,41,admin.,married,primary,
37752,33,blue-collar,married,primary,
37753,52,services,divorced,primary,
37754,35,services,married,secondary,
37755,50,admin.,divorced,secondary,
37756,30,blue-collar,married,secondary,
37757,36,management,single,tertiary,
37758,38,technician,single,secondary,
37759,47,admin.,married,primary,
37760,30,services,single,primary,
37761,32,blue-collar,single,secondary,
37762,46,entrepreneur,married,tertiary,
37763,31,blue-collar,single,unknown,
37764,34,technician,single,secondary,
37765,42,blue-collar,single,primary,
37766,33,services,single,tertiary,
37767,30,blue-collar,single,secondary,
37768,46,management,married,secondary,
37769,35,blue-collar,married,secondary,
37770,27,unemployed,single,secondary,
37771,45,technician,married,secondary,
37772,32,blue-collar,married,secondary,
37773,37,management,single,tertiary,
37774,33,blue-collar,single,secondary,
37775,38,self-employed,single,secondary,
37776,27,technician,single,secondary,
37777,31,admin.,married,secondary,
37778,34,admin.,single,secondary,
37779,27,blue-collar,single,secondary,
37780,50,technician,divorced,secondary,
37781,27,technician,single,secondary,
37782,48,management,married,tertiary,
37783,45,management,married,tertiary,
37784,32,admin.,married,secondary,
37785,42,entrepreneur,married,primary,
37786,53,management,divorced,secondary,
37787,29,technician,single,tertiary,
37788,45,unemployed,divorced,secondary,
37789,32,admin.,married,secondary,
37790,25,services,single,secondary,
37791,29,technician,single,tertiary,
37792,22,student,single,secondary,
37793,29,management,single,tertiary,
37794,41,technician,single,secondary,
37795,35,services,divorced,secondary,
37796,35,entrepreneur,single,tertiary,
37797,33,management,single,secondary,
37798,34,blue-collar,married,tertiary,
37799,30,technician,single,tertiary,
37800,47,blue-collar,married,secondary,
37801,49,management,married,secondary,
37802,37,blue-collar,single,primary,
37803,39,management,single,tertiary,
37804,55,blue-collar,married,primary,
37805,30,entrepreneur,married,primary,
37806,36,services,married,secondary,
37807,36,blue-collar,single,secondary,
37808,34,services,divorced,secondary,
37809,38,technician,married,secondary,
37810,28,admin.,single,secondary,
37811,37,management,single,tertiary,
37812,29,admin.,single,secondary,
37813,34,management,married,tertiary,
37814,32,blue-collar,single,primary,
37815,32,technician,single,secondary,
37816,37,unemployed,married,secondary,
37817,29,technician,single,tertiary,
37818,44,blue-collar,married,secondary,
37819,42,blue-collar,divorced,secondary,
37820,32,management,single,tertiary,
37821,35,management,single,tertiary,
37822,44,services,married,secondary,
37823,34,entrepreneur,single,secondary,
37824,26,entrepreneur,married,tertiary,
37825,38,management,married,tertiary,
37826,32,blue-collar,married,secondary,
37827,28,unemployed,single,tertiary,
37828,49,technician,single,secondary,
37829,35,management,single,secondary,
37830,36,management,married,tertiary,
37831,29,admin.,single,secondary,
37832,26,blue-collar,single,secondary,
37833,29,services,single,secondary,
37834,54,blue-collar,married,primary,
37835,48,services,married,secondary,
37836,32,technician,divorced,secondary,
37837,38,housemaid,divorced,primary,
37838,26,blue-collar,single,primary,
37839,49,services,single,secondary,
37840,34,self-employed,married,primary,
37841,52,blue-collar,married,primary,
37842,30,admin.,single,secondary,
37843,50,admin.,married,primary,
