ID,DEFAULT,BALANCE,HOUSING,LOAN,
38831,no,55,yes,no,
38832,no,428,yes,no,
38833,no,496,yes,no,
38834,no,993,yes,yes,
38835,no,139,yes,no,
38836,no,-405,yes,no,
38837,no,572,yes,no,
38838,no,3,yes,no,
38839,no,314,yes,yes,
38840,no,1597,no,no,
38841,no,1612,yes,no,
38842,no,140,yes,no,
38843,no,714,yes,yes,
38844,no,256,no,no,
38845,no,105,yes,no,
38846,no,514,yes,no,
38847,no,187,yes,no,
38848,yes,310,yes,no,
38849,yes,-255,yes,no,
38850,no,657,yes,no,
38851,no,1333,yes,no,
38852,no,1807,yes,no,
38853,no,37,yes,no,
38854,no,432,yes,no,
38855,no,0,yes,no,
38856,no,664,yes,yes,
38857,no,1412,yes,no,
38858,no,661,yes,no,
38859,no,1318,yes,yes,
38860,no,1402,yes,no,
38861,no,68,yes,yes,
38862,no,704,yes,no,
38863,no,1288,yes,no,
38864,no,223,yes,yes,
38865,no,-34,yes,yes,
38866,no,52,yes,yes,
38867,no,240,yes,no,
38868,no,0,yes,no,
38869,no,355,yes,no,
38870,yes,25,yes,no,
38871,no,72,yes,yes,
38872,no,-396,yes,no,
38873,no,738,yes,no,
38874,no,4,yes,yes,
38875,no,518,yes,no,
38876,no,0,yes,no,
38877,no,141,yes,yes,
38878,no,7400,yes,no,
38879,no,62,yes,no,
38880,no,0,yes,yes,
38881,no,943,yes,yes,
38882,no,2419,yes,no,
38883,no,-217,yes,no,
38884,no,0,yes,no,
38885,no,2548,yes,no,
38886,no,-104,yes,no,
38887,no,579,yes,no,
38888,no,-423,yes,yes,
38889,no,741,yes,no,
38890,no,0,yes,no,
38891,no,6767,yes,no,
38892,no,625,yes,yes,
38893,no,-59,yes,yes,
38894,no,162,yes,no,
38895,no,6346,yes,no,
38896,no,1826,yes,no,
38897,no,356,yes,no,
38898,no,130,yes,yes,
38899,no,859,yes,yes,
38900,no,97,yes,no,
38901,no,14,yes,yes,
38902,no,483,yes,no,
38903,no,284,yes,no,
38904,no,985,yes,yes,
38905,no,1350,yes,yes,
38906,no,1185,yes,no,
38907,no,5547,yes,no,
38908,no,221,yes,no,
38909,no,4515,yes,no,
38910,no,803,yes,no,
38911,no,746,yes,no,
38912,no,9306,yes,no,
38913,no,198,yes,no,
38914,no,131,yes,yes,
38915,no,0,no,no,
38916,no,666,yes,no,
38917,no,0,yes,no,
38918,no,1094,yes,no,
38919,no,243,no,yes,
38920,no,281,yes,no,
38921,no,434,yes,no,
38922,no,1265,yes,no,
38923,no,-109,yes,yes,
38924,no,304,no,no,
38925,no,7249,yes,yes,
38926,no,0,yes,no,
38927,no,236,yes,no,
38928,yes,401,yes,no,
38929,no,228,yes,no,
38930,no,7,yes,no,
38931,no,-404,yes,no,
38932,no,200,yes,no,
38933,no,-212,yes,yes,
38934,no,477,yes,yes,
38935,no,269,yes,no,
38936,no,866,yes,no,
38937,no,550,yes,yes,
38938,yes,147,yes,no,
38939,no,511,yes,no,
38940,no,1075,yes,no,
38941,no,298,yes,no,
38942,no,158,yes,no,
38943,no,0,yes,no,
38944,no,873,yes,no,
38945,no,948,yes,no,
38946,no,580,yes,no,
38947,no,389,yes,no,
38948,no,1,yes,no,
38949,no,101,yes,no,
38950,no,367,yes,no,
38951,no,-339,yes,yes,
38952,no,217,yes,no,
38953,no,4904,yes,no,
38954,no,174,yes,no,
38955,no,3047,yes,no,
38956,no,719,yes,no,
38957,no,572,yes,no,
38958,no,-461,no,no,
38959,no,4900,yes,no,
38960,no,1253,yes,no,
38961,no,3875,yes,no,
38962,no,166,yes,no,
38963,no,442,yes,no,
38964,no,4789,yes,yes,
38965,no,-396,yes,no,
38966,no,839,yes,no,
38967,no,295,yes,yes,
38968,no,6215,yes,no,
38969,no,-8,yes,no,
38970,no,726,yes,no,
38971,no,457,yes,no,
38972,no,-94,yes,yes,
38973,no,659,yes,no,
38974,no,-312,yes,no,
38975,no,1608,yes,no,
38976,no,33,yes,no,
38977,no,419,yes,no,
38978,no,-291,yes,no,
38979,no,311,yes,no,
38980,no,240,yes,yes,
38981,no,59,yes,no,
38982,no,9,yes,no,
38983,no,2597,yes,no,
38984,no,283,yes,no,
38985,no,13054,yes,no,
38986,no,0,yes,no,
38987,no,3652,yes,yes,
38988,no,0,yes,no,
38989,no,0,yes,no,
38990,no,177,yes,no,
38991,no,3370,yes,no,
38992,yes,-1105,yes,no,
38993,no,761,yes,no,
38994,no,826,yes,no,
38995,no,518,yes,no,
38996,no,0,yes,yes,
38997,no,4500,yes,no,
38998,no,71,yes,no,
38999,no,137,yes,no,
39000,no,1252,yes,no,
39001,no,-17,yes,yes,
39002,no,-72,yes,no,
39003,no,428,yes,no,
39004,no,41,yes,no,
39005,no,1844,yes,no,
39006,no,98,yes,no,
39007,no,24,yes,no,
39008,no,358,no,no,
39009,no,-192,yes,no,
39010,no,0,no,no,
39011,no,2412,yes,no,
39012,no,169,yes,no,
39013,no,2048,yes,no,
39014,no,457,yes,no,
39015,no,2423,yes,yes,
39016,no,150,yes,yes,
39017,no,-10,yes,no,
39018,no,13,yes,no,
39019,no,5130,yes,yes,
39020,no,-210,yes,no,
39021,no,898,yes,no,
39022,no,208,yes,yes,
39023,no,374,yes,yes,
39024,no,-288,yes,no,
39025,no,78,yes,no,
39026,no,1611,yes,no,
39027,no,88,yes,no,
39028,no,-853,yes,no,
39029,no,100,yes,no,
39030,no,314,yes,no,
39031,no,2059,yes,no,
39032,no,321,yes,no,
39033,no,43,yes,yes,
39034,no,3049,yes,yes,
39035,no,372,yes,no,
39036,no,0,yes,no,
39037,no,536,yes,no,
39038,no,542,no,no,
39039,no,3058,yes,no,
39040,no,3,yes,yes,
39041,no,602,yes,no,
39042,yes,-55,yes,no,
39043,no,275,yes,no,
39044,no,189,yes,no,
39045,no,1403,no,no,
39046,no,553,no,no,
39047,no,1080,yes,no,
39048,no,1042,yes,no,
39049,no,1219,yes,no,
39050,no,117,yes,no,
39051,no,493,yes,no,
39052,no,452,yes,no,
39053,no,28,yes,no,
39054,no,2366,yes,no,
39055,no,306,yes,no,
39056,no,340,yes,no,
39057,no,1756,yes,yes,
39058,no,1282,yes,no,
39059,no,-416,yes,yes,
39060,no,595,yes,no,
39061,no,0,no,no,
39062,no,322,yes,no,
39063,no,451,yes,no,
39064,no,1449,yes,no,
39065,no,583,yes,no,
39066,no,0,yes,no,
39067,no,1145,yes,no,
39068,no,1,yes,no,
39069,no,-438,no,no,
39070,no,1395,yes,yes,
39071,no,31,yes,no,
39072,no,0,yes,no,
39073,no,0,yes,no,
39074,no,102,yes,no,
39075,no,-701,yes,no,
39076,no,-1636,yes,yes,
39077,no,415,yes,no,
39078,no,1615,yes,no,
39079,no,1450,no,no,
39080,no,0,yes,no,
39081,no,293,yes,no,
39082,no,266,no,no,
39083,no,910,yes,no,
39084,no,0,yes,no,
39085,no,0,yes,no,
39086,no,613,yes,no,
39087,no,101,yes,no,
39088,no,679,yes,no,
39089,no,245,yes,no,
39090,no,503,yes,no,
39091,no,1740,yes,no,
39092,no,-106,yes,yes,
39093,no,51,yes,no,
39094,no,20,yes,no,
39095,no,-23,no,no,
39096,no,154,yes,no,
39097,no,-374,yes,no,
39098,no,223,yes,no,
39099,no,2366,yes,no,
39100,no,5486,yes,no,
39101,no,201,yes,no,
39102,no,93,yes,no,
39103,no,1506,yes,no,
39104,no,326,yes,no,
39105,no,5,yes,no,
39106,no,-17,yes,no,
39107,no,-255,yes,yes,
39108,no,36,yes,yes,
39109,no,771,yes,no,
39110,no,100,yes,no,
39111,no,-178,yes,yes,
39112,no,2153,yes,no,
39113,no,0,yes,no,
39114,no,491,yes,yes,
39115,no,-102,yes,no,
39116,no,3867,yes,no,
39117,no,-458,yes,no,
39118,no,8044,yes,no,
39119,no,-15,yes,yes,
39120,no,581,yes,no,
39121,no,398,yes,no,
39122,no,966,yes,no,
39123,no,1400,yes,no,
39124,no,1301,yes,no,
39125,no,540,yes,no,
39126,no,-315,yes,no,
39127,no,-120,yes,no,
39128,no,426,yes,no,
39129,no,456,yes,no,
39130,no,81,yes,no,
39131,no,186,yes,no,
39132,no,-616,yes,no,
39133,no,5293,yes,no,
39134,no,142,yes,no,
39135,no,2,yes,no,
39136,no,4064,no,yes,
39137,no,976,yes,no,
39138,no,199,no,no,
39139,no,11,yes,no,
39140,no,0,yes,yes,
39141,no,151,yes,no,
39142,no,381,yes,no,
39143,no,0,yes,no,
39144,no,0,yes,no,
39145,no,-84,yes,no,
39146,no,101,yes,no,
39147,no,216,yes,yes,
39148,no,1453,yes,no,
39149,no,727,yes,no,
39150,no,254,yes,yes,
39151,no,0,yes,no,
39152,no,740,yes,yes,
39153,no,-367,yes,no,
39154,no,102,yes,no,
39155,no,1011,yes,no,
39156,no,812,yes,yes,
39157,no,306,yes,no,
39158,no,1071,yes,no,
39159,no,246,yes,no,
39160,no,1319,yes,no,
39161,no,-331,yes,yes,
39162,no,2064,yes,no,
39163,no,352,yes,no,
39164,no,1571,yes,no,
39165,no,779,yes,no,
39166,no,695,yes,no,
39167,no,213,yes,no,
39168,no,333,yes,yes,
39169,no,759,yes,no,
39170,no,1579,yes,no,
39171,no,-523,yes,yes,
39172,no,640,yes,no,
39173,no,-29,yes,no,
39174,no,83,yes,no,
39175,no,1005,yes,yes,
39176,no,448,yes,no,
39177,no,692,yes,no,
39178,no,-27,yes,no,
39179,no,7985,yes,no,
39180,yes,0,yes,no,
39181,no,124,yes,no,
39182,no,931,yes,no,
39183,no,580,yes,yes,
39184,no,926,yes,no,
39185,no,328,yes,no,
39186,no,3068,yes,yes,
39187,no,-495,yes,yes,
39188,no,395,yes,no,
39189,no,0,yes,no,
39190,no,148,yes,no,
39191,no,0,yes,yes,
39192,no,3039,yes,yes,
39193,no,533,yes,no,
39194,no,558,yes,no,
39195,no,0,yes,no,
39196,no,1400,yes,no,
39197,no,66,yes,no,
39198,no,462,yes,no,
39199,no,643,yes,no,
39200,yes,-204,yes,no,
39201,no,195,yes,no,
39202,no,370,yes,no,
39203,no,397,yes,no,
39204,no,48,yes,no,
39205,no,622,yes,no,
39206,no,946,yes,no,
39207,no,626,yes,no,
39208,no,1653,yes,yes,
39209,no,-530,yes,yes,
39210,no,99,yes,no,
39211,no,27,yes,no,
39212,no,1370,yes,no,
39213,no,498,yes,no,
39214,no,-420,yes,no,
39215,no,0,yes,no,
39216,no,510,yes,no,
39217,no,-240,yes,no,
39218,no,-333,yes,no,
39219,no,1549,yes,no,
39220,no,1806,yes,no,
39221,no,313,yes,no,
39222,no,0,yes,no,
39223,no,425,yes,no,
39224,no,422,yes,no,
39225,no,1089,yes,no,
39226,no,42,yes,no,
39227,no,582,yes,no,
39228,no,222,yes,no,
39229,no,861,yes,no,
39230,no,244,yes,no,
39231,no,1,yes,no,
39232,no,373,yes,no,
39233,no,785,yes,no,
39234,yes,-233,yes,no,
39235,no,248,yes,no,
39236,no,154,no,no,
39237,no,1473,yes,yes,
39238,no,1598,yes,no,
39239,no,542,yes,no,
39240,no,0,yes,no,
39241,no,219,yes,yes,
39242,no,0,yes,no,
39243,no,174,no,no,
39244,no,875,yes,yes,
39245,no,284,yes,no,
39246,no,1362,yes,no,
39247,no,238,yes,no,
39248,no,3499,yes,no,
39249,yes,-470,yes,no,
39250,no,916,yes,no,
39251,no,240,yes,yes,
39252,no,0,yes,no,
39253,no,6,yes,no,
39254,no,1120,yes,no,
39255,no,373,yes,no,
39256,no,-18,yes,no,
39257,no,0,yes,no,
39258,no,279,yes,no,
39259,no,869,yes,yes,
39260,no,271,yes,yes,
39261,no,162,yes,yes,
39262,no,388,yes,no,
39263,no,555,yes,no,
39264,no,222,yes,no,
39265,no,184,yes,no,
39266,no,-497,yes,no,
39267,no,-523,yes,no,
39268,no,694,yes,no,
39269,no,202,yes,yes,
39270,no,414,yes,no,
39271,no,18254,no,no,
39272,no,2603,yes,yes,
39273,no,467,yes,no,
39274,no,744,yes,no,
39275,no,-1137,yes,yes,
39276,no,953,yes,no,
39277,no,83,yes,yes,
39278,no,468,yes,no,
39279,no,763,yes,no,
39280,no,-361,yes,no,
39281,no,1165,yes,no,
39282,no,297,no,no,
39283,no,309,yes,no,
39284,no,4054,yes,no,
39285,no,151,yes,no,
39286,no,2377,yes,no,
39287,no,-11,yes,no,
39288,no,133,yes,no,
39289,no,4136,yes,no,
39290,no,2409,yes,yes,
39291,no,2067,yes,no,
39292,no,3064,yes,no,
39293,no,0,yes,no,
39294,no,3957,yes,no,
39295,no,50,yes,no,
39296,no,10,yes,yes,
39297,no,141,yes,no,
39298,no,292,yes,no,
39299,no,-551,yes,no,
39300,no,3975,yes,no,
39301,no,1236,yes,no,
39302,no,473,yes,no,
39303,no,0,yes,no,
39304,no,0,yes,no,
39305,no,279,yes,no,
39306,no,956,yes,yes,
39307,no,543,yes,no,
39308,no,249,yes,no,
39309,no,4714,yes,yes,
39310,no,847,yes,no,
39311,no,1331,yes,no,
39312,no,0,yes,no,
39313,no,1388,yes,no,
39314,no,124,yes,yes,
39315,no,-253,yes,no,
39316,no,-15,yes,no,
39317,no,1415,yes,no,
39318,no,0,yes,no,
39319,no,-185,yes,no,
39320,no,62,yes,no,
39321,no,600,yes,yes,
39322,no,109,yes,no,
39323,no,-1092,yes,no,
39324,no,235,yes,no,
39325,no,2040,yes,no,
39326,no,218,yes,no,
39327,no,16,yes,no,
39328,no,190,yes,no,
39329,no,739,yes,no,
39330,no,2313,yes,no,
39331,no,1077,yes,no,
39332,no,1649,yes,no,
39333,no,297,yes,no,
39334,no,362,yes,no,
39335,no,277,yes,no,
39336,no,0,yes,no,
39337,no,0,yes,no,
39338,no,146,yes,no,
39339,no,310,yes,no,
39340,no,0,yes,no,
39341,no,0,yes,yes,
39342,no,-648,yes,no,
39343,no,4063,yes,no,
39344,no,0,yes,no,
39345,no,70,yes,no,
39346,no,502,yes,no,
39347,no,1734,yes,no,
39348,no,2783,yes,no,
39349,no,0,yes,no,
39350,no,8648,no,no,
39351,no,171,yes,no,
39352,no,-811,yes,no,
39353,no,87,yes,no,
39354,no,0,yes,no,
39355,no,5789,yes,no,
39356,no,768,yes,no,
39357,no,2,yes,no,
39358,no,156,yes,no,
39359,no,2182,yes,no,
39360,no,627,yes,no,
39361,no,541,yes,no,
39362,no,849,yes,yes,
39363,no,591,yes,no,
39364,no,2364,yes,no,
39365,no,11686,yes,yes,
39366,no,164,yes,no,
39367,no,-277,yes,no,
39368,no,65,yes,no,
39369,no,98,yes,yes,
39370,no,165,no,no,
39371,no,1437,yes,no,
39372,no,7279,yes,no,
39373,no,-465,no,no,
39374,no,479,yes,no,
39375,no,780,yes,no,
39376,no,1148,yes,no,
39377,no,254,yes,no,
39378,no,99,yes,no,
39379,no,66,yes,no,
39380,no,238,yes,yes,
39381,no,194,yes,no,
39382,no,860,yes,no,
39383,no,561,yes,no,
39384,no,24,yes,yes,
39385,no,703,yes,no,
39386,no,169,yes,no,
39387,no,1655,yes,no,
39388,no,223,yes,yes,
39389,no,-14,yes,no,
39390,no,211,yes,no,
39391,no,146,yes,no,
39392,no,1109,yes,no,
39393,no,335,yes,no,
39394,no,2696,yes,yes,
39395,no,199,yes,no,
39396,no,2102,yes,no,
39397,no,0,yes,no,
39398,no,25,yes,yes,
39399,no,278,yes,no,
39400,no,1176,no,no,
39401,no,-110,yes,no,
39402,no,7,yes,no,
39403,no,419,yes,no,
39404,yes,2,no,no,
39405,no,1697,yes,no,
39406,no,1733,yes,no,
39407,no,-487,yes,no,
39408,no,1533,yes,no,
39409,no,1147,yes,no,
39410,no,168,yes,no,
39411,no,1808,yes,no,
39412,no,439,yes,no,
39413,no,1635,yes,no,
39414,no,-32,yes,no,
39415,no,1119,yes,no,
39416,no,112,yes,yes,
39417,no,545,yes,no,
39418,no,88,yes,no,
39419,no,167,yes,yes,
39420,no,216,yes,no,
39421,no,349,yes,no,
39422,no,23552,yes,no,
39423,no,-90,no,yes,
39424,no,12,yes,no,
39425,no,1076,yes,no,
39426,no,491,yes,yes,
39427,no,43,yes,no,
39428,no,1034,yes,no,
39429,no,210,yes,no,
39430,no,1599,yes,no,
39431,no,2,yes,yes,
39432,no,2190,yes,no,
39433,no,-410,yes,yes,
39434,no,1729,yes,no,
39435,no,-106,yes,yes,
39436,no,-108,yes,no,
39437,no,670,yes,no,
39438,no,598,yes,no,
39439,no,63,yes,no,
39440,no,289,yes,no,
39441,no,398,yes,no,
39442,no,173,yes,no,
39443,no,687,yes,no,
39444,no,25,yes,no,
39445,no,-361,yes,no,
39446,no,1403,yes,yes,
39447,no,224,yes,no,
39448,no,17,yes,no,
39449,no,428,yes,no,
39450,no,323,yes,yes,
39451,no,1499,yes,no,
39452,no,-134,no,no,
39453,no,159,yes,yes,
39454,no,135,yes,no,
39455,no,2825,yes,no,
39456,no,1794,yes,no,
39457,no,38,yes,no,
39458,no,90,yes,no,
39459,no,1194,yes,no,
39460,no,20,yes,no,
39461,no,103,yes,no,
39462,no,169,yes,no,
39463,no,1535,yes,no,
39464,no,1616,yes,no,
39465,no,1470,yes,no,
39466,no,7,yes,no,
39467,no,106,yes,no,
39468,no,456,no,no,
39469,no,1801,yes,no,
39470,no,265,yes,no,
39471,no,1803,yes,no,
39472,no,556,yes,no,
39473,no,38,yes,yes,
39474,no,449,yes,no,
39475,no,188,yes,no,
39476,no,1012,yes,no,
39477,no,641,yes,no,
39478,no,-440,yes,yes,
39479,no,4592,yes,no,
39480,no,10,yes,no,
39481,no,29,yes,no,
39482,no,24,no,no,
39483,no,476,yes,no,
39484,no,1573,yes,no,
39485,yes,-96,yes,yes,
39486,no,-404,yes,yes,
39487,no,469,yes,yes,
39488,no,1495,yes,no,
39489,no,-48,yes,no,
39490,no,119,yes,yes,
39491,no,94,yes,no,
39492,no,311,yes,yes,
39493,no,218,yes,no,
39494,no,666,yes,no,
39495,no,0,no,no,
39496,no,56,no,no,
39497,no,-1,yes,no,
39498,no,8563,yes,no,
39499,no,277,yes,no,
39500,no,1324,yes,no,
39501,no,522,yes,yes,
39502,no,384,yes,no,
39503,no,3,yes,no,
39504,no,103,yes,no,
39505,no,51,yes,no,
39506,no,-158,yes,no,
39507,no,-53,yes,no,
39508,no,166,yes,no,
39509,no,496,no,no,
39510,no,66,yes,no,
39511,no,-337,yes,yes,
39512,no,425,yes,no,
39513,no,147,yes,no,
39514,no,151,yes,no,
39515,no,151,yes,no,
39516,no,-411,yes,no,
39517,no,798,yes,no,
39518,no,914,yes,no,
39519,no,134,yes,no,
39520,no,5709,yes,no,
39521,no,0,yes,yes,
39522,no,194,yes,no,
39523,no,3,yes,yes,
39524,no,125,yes,no,
39525,no,2204,yes,no,
39526,no,351,yes,no,
39527,no,335,no,no,
39528,no,518,yes,no,
39529,no,859,no,no,
39530,no,636,yes,no,
39531,no,339,yes,no,
39532,no,3029,yes,yes,
39533,no,-529,yes,no,
39534,no,162,yes,no,
39535,no,246,yes,no,
39536,no,480,yes,no,
39537,no,242,yes,yes,
39538,no,266,yes,yes,
39539,no,410,yes,no,
39540,no,485,yes,no,
39541,no,1543,yes,no,
39542,no,-475,yes,no,
39543,no,91,yes,no,
39544,no,498,yes,no,
39545,no,342,yes,no,
39546,no,4978,yes,no,
39547,no,1634,yes,yes,
39548,no,467,yes,no,
39549,no,1564,yes,no,
39550,no,5073,yes,no,
39551,no,-244,yes,no,
39552,no,246,yes,no,
39553,no,315,yes,no,
39554,no,69,yes,no,
39555,no,0,yes,no,
39556,no,42,yes,no,
39557,no,4786,yes,yes,
39558,no,196,yes,no,
39559,no,89,yes,no,
39560,no,883,yes,no,
39561,no,624,yes,no,
39562,no,607,yes,no,
39563,no,1288,yes,no,
39564,no,1787,yes,no,
39565,no,266,yes,no,
39566,no,-287,yes,no,
39567,no,-308,yes,no,
39568,no,2858,yes,yes,
39569,no,353,yes,no,
39570,no,451,yes,yes,
39571,no,128,yes,no,
39572,no,202,yes,no,
39573,no,-251,yes,no,
39574,no,3420,yes,no,
39575,no,492,yes,no,
39576,no,235,yes,no,
39577,no,-367,yes,yes,
39578,no,5,no,no,
39579,no,6,yes,no,
39580,no,0,yes,no,
39581,no,175,no,no,
39582,no,0,yes,no,
39583,no,42,yes,no,
39584,no,-31,yes,no,
39585,no,789,yes,no,
39586,no,0,yes,no,
39587,no,170,yes,no,
39588,no,367,yes,no,
39589,no,0,no,yes,
39590,no,92,yes,no,
39591,no,5548,yes,no,
39592,no,855,yes,no,
39593,no,449,yes,yes,
39594,no,1,yes,no,
39595,no,38,yes,no,
39596,no,1547,yes,no,
39597,no,552,yes,no,
39598,no,439,yes,no,
39599,no,300,yes,no,
39600,no,419,yes,no,
39601,no,3126,yes,no,
39602,no,1908,no,no,
39603,no,1240,yes,no,
39604,no,102,yes,no,
39605,no,226,yes,no,
39606,no,82,yes,no,
39607,no,210,yes,yes,
39608,no,1514,yes,no,
39609,no,1453,yes,no,
39610,no,13186,yes,no,
39611,no,10,no,yes,
39612,no,-112,yes,no,
39613,no,1005,no,no,
39614,no,1380,yes,no,
39615,no,-118,yes,no,
39616,no,-417,no,no,
39617,no,177,yes,yes,
39618,no,0,yes,no,
39619,no,470,yes,no,
39620,no,1164,yes,no,
39621,no,257,yes,no,
39622,no,-70,yes,yes,
39623,no,68,yes,no,
39624,no,0,yes,no,
39625,no,0,yes,yes,
39626,no,0,yes,no,
39627,no,4135,yes,no,
39628,no,3551,yes,no,
39629,no,419,yes,yes,
39630,no,641,yes,no,
39631,no,373,yes,no,
39632,no,1,yes,no,
39633,no,887,yes,no,
39634,no,3652,yes,no,
39635,no,15035,yes,no,
39636,no,-38,yes,no,
39637,no,663,yes,yes,
39638,no,1335,yes,no,
39639,no,335,yes,no,
39640,no,895,yes,no,
39641,no,126,yes,no,
39642,no,249,no,no,
39643,no,2581,no,no,
39644,no,0,yes,no,
39645,no,804,yes,no,
39646,no,668,no,no,
39647,no,764,no,no,
39648,no,-637,yes,yes,
39649,no,31,yes,no,
39650,no,64,yes,yes,
39651,no,603,yes,no,
39652,no,1250,yes,no,
39653,no,18,yes,yes,
39654,no,1894,yes,no,
39655,no,-407,yes,yes,
39656,no,574,no,no,
39657,no,1150,yes,no,
39658,no,139,yes,no,
39659,no,614,yes,no,
39660,no,337,yes,no,
39661,no,129,yes,no,
39662,no,75,yes,no,
39663,no,1598,yes,no,
39664,no,1949,yes,no,
39665,no,802,yes,yes,
39666,no,-634,yes,yes,
39667,no,870,yes,yes,
39668,no,292,yes,no,
39669,no,3872,yes,no,
39670,no,912,yes,no,
39671,no,1575,yes,no,
39672,no,4170,yes,yes,
39673,no,4986,yes,no,
39674,no,197,yes,no,
39675,no,1596,yes,no,
39676,no,143,yes,no,
39677,no,-98,yes,yes,
39678,no,89,yes,no,
39679,no,785,yes,no,
39680,no,355,yes,no,
39681,no,3646,yes,no,
39682,no,5816,yes,no,
39683,no,194,yes,no,
39684,no,1044,yes,no,
39685,no,98,yes,no,
39686,no,-15,no,no,
39687,no,15,yes,no,
39688,no,-50,yes,no,
39689,no,1116,yes,no,
39690,no,1411,yes,no,
39691,no,3,yes,yes,
39692,no,327,yes,no,
39693,no,-58,no,no,
39694,no,-11,yes,no,
39695,no,-158,yes,no,
39696,no,0,yes,no,
39697,no,9110,yes,no,
39698,no,555,yes,no,
39699,no,2734,yes,no,
39700,no,644,yes,no,
39701,no,0,yes,no,
39702,no,61,yes,no,
39703,no,0,yes,no,
39704,no,5058,no,no,
39705,no,465,yes,no,
39706,no,190,no,no,
39707,no,1836,yes,no,
39708,no,2321,yes,no,
39709,no,1425,yes,no,
39710,no,422,yes,no,
39711,no,-25,yes,no,
39712,no,285,yes,no,
39713,no,3092,yes,yes,
39714,no,2279,yes,no,
39715,no,14,yes,no,
39716,no,3028,yes,no,
39717,no,257,yes,no,
39718,no,1116,yes,no,
39719,no,525,yes,no,
39720,no,204,yes,yes,
39721,no,-301,yes,no,
39722,no,316,no,no,
39723,no,5560,yes,no,
39724,no,550,yes,no,
39725,no,963,yes,no,
39726,no,-199,yes,yes,
39727,no,108,yes,no,
39728,no,124,yes,no,
39729,no,4196,yes,no,
39730,no,209,yes,no,
39731,no,14,yes,yes,
39732,no,241,yes,no,
39733,no,3412,yes,no,
39734,no,186,yes,no,
39735,no,129,yes,no,
39736,no,2499,yes,no,
39737,no,74,yes,yes,
39738,no,947,yes,no,
39739,no,159,yes,no,
39740,no,481,yes,no,
39741,no,373,yes,no,
39742,no,465,yes,no,
39743,no,145,yes,no,
39744,no,64,yes,no,
39745,no,2592,no,no,
39746,no,677,yes,no,
39747,no,245,yes,yes,
39748,no,1193,no,no,
39749,no,984,yes,no,
39750,no,167,yes,no,
39751,no,5092,yes,no,
39752,no,492,no,yes,
39753,no,356,yes,yes,
39754,no,411,yes,no,
39755,no,1153,yes,yes,
39756,no,752,yes,no,
39757,no,1556,yes,no,
39758,no,634,no,yes,
39759,no,555,yes,no,
39760,no,161,yes,yes,
39761,no,590,yes,no,
39762,no,5733,yes,no,
39763,no,271,yes,yes,
39764,no,193,yes,no,
39765,no,201,yes,no,
39766,no,53,yes,no,
39767,no,14657,yes,no,
39768,no,469,yes,yes,
39769,no,-247,yes,no,
39770,no,2495,yes,no,
39771,no,840,yes,no,
39772,no,-184,yes,no,
39773,no,295,yes,no,
39774,no,0,yes,yes,
39775,no,1583,yes,no,
39776,no,1141,yes,no,
39777,no,23,yes,no,
39778,no,807,yes,no,
39779,no,422,yes,no,
39780,no,631,yes,no,
39781,no,28,yes,yes,
39782,no,-70,yes,no,
39783,no,483,yes,no,
39784,no,250,yes,no,
39785,no,1436,yes,no,
39786,no,12130,yes,no,
39787,no,616,yes,no,
39788,no,949,yes,no,
39789,no,159,yes,no,
39790,no,1455,yes,no,
39791,no,1309,yes,no,
39792,no,0,no,no,
39793,no,26,yes,no,
39794,no,332,yes,no,
39795,no,135,yes,no,
39796,no,359,yes,no,
39797,no,2381,yes,no,
39798,no,56,yes,no,
39799,no,199,yes,no,
39800,no,933,yes,no,
39801,no,1158,yes,no,
39802,no,1397,yes,no,
39803,no,404,yes,no,
39804,no,0,yes,no,
39805,no,578,yes,no,
39806,no,100,yes,no,
39807,no,402,no,no,
39808,no,1356,yes,no,
39809,no,331,yes,no,
39810,no,399,yes,no,
39811,no,1089,yes,no,
39812,no,1383,yes,no,
39813,no,700,yes,no,
39814,no,0,yes,no,
39815,no,620,yes,no,
39816,no,-302,yes,no,
39817,no,2835,yes,no,
39818,no,451,yes,yes,
39819,no,1410,yes,no,
39820,no,241,yes,no,
39821,no,87,yes,no,
39822,no,481,no,no,
39823,no,-553,yes,no,
39824,no,709,yes,no,
39825,no,942,yes,no,
39826,no,37,yes,no,
39827,no,185,yes,no,
39828,no,222,yes,no,
39829,no,13,yes,no,
39830,no,800,yes,no,
39831,no,3016,yes,no,
39832,no,154,yes,no,
39833,no,3267,yes,no,
39834,no,876,yes,no,
39835,no,253,yes,no,
39836,no,1352,yes,no,
39837,no,10558,yes,no,
39838,no,31,no,no,
39839,no,334,yes,no,
39840,no,154,yes,no,
39841,no,1088,yes,no,
39842,no,1078,yes,no,
39843,no,-141,yes,yes,
39844,no,3,yes,no,
39845,no,1112,yes,no,
39846,no,7263,yes,no,
39847,no,241,yes,no,
39848,no,964,yes,no,
39849,no,-663,yes,no,
39850,no,2,no,no,
39851,no,20,yes,yes,
39852,no,406,yes,no,
39853,no,-522,yes,no,
39854,no,-98,yes,yes,
39855,no,918,yes,no,
39856,no,319,yes,no,
39857,no,-97,yes,no,
39858,no,0,yes,no,
39859,no,3589,yes,no,
39860,no,944,no,no,
39861,no,17,yes,no,
39862,no,1263,yes,no,
39863,no,82,yes,no,
39864,no,7444,yes,yes,
39865,no,512,no,no,
39866,no,412,yes,no,
